05,01,01,01,01,01,01,01,01,03,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,02,02,02,03,02,02,02,01,01,01,05|
05,01,01,01,01,01,01,01,01,03,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,00,00,03,00,00,00,01,01,01,05|
05,01,01,00,00,00,00,00,01,03,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,00,00,03,00,00,00,01,01,01,05|
05,01,01,00,00,00,00,00,01,03,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,05,00,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,00,00,03,00,00,00,01,01,01,05|
05,01,01,00,00,00,00,00,01,03,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,05,00,00,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,00,00,03,00,00,00,01,01,01,05|
05,01,01,02,02,02,02,02,01,03,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,05,00,00,00,00,00,00,00,00,00,00,05,00,05,00,05,00,00,00,00,00,00,00,00,00,00,05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,00,00,03,00,00,00,01,01,01,05|
05,01,01,00,00,00,00,00,01,03,01,01,01,01,01,00,00,05,05,00,00,00,00,00,05,05,05,00,00,05,05,05,00,00,00,00,00,00,00,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,00,00,00,00,00,00,00,00,00,00,05,05,05,00,00,00,00,00,00,05,00,00,00,00,00,00,05,00,00,03,00,00,03,00,00,00,01,01,01,05|
05,01,01,00,00,00,00,05,05,03,01,01,05,05,05,00,05,05,05,05,00,00,00,05,05,05,05,00,00,05,05,05,05,00,00,00,00,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,00,00,00,00,00,00,00,00,00,05,05,05,05,05,00,00,00,00,05,05,00,00,00,00,00,00,05,05,00,03,00,00,03,05,05,05,01,01,01,05|
05,05,05,02,02,02,05,05,05,05,01,01,05,05,05,00,00,05,05,00,00,00,05,05,05,05,05,00,00,05,05,05,05,05,00,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,05,05,05,05,05,05,00,05,05,05,05,05,05,05,00,00,05,05,05,05,00,00,00,00,05,05,05,05,02,02,02,03,05,05,05,01,01,01,05|
06,06,06,06,06,06,06,06,06,06,06,07,08,06,06,08,06,06,06,06,06,06,06,06,06,08,06,06,08,06,09,08,06,06,06,07,06,08,06,06,08,06,06,06,06,06,07,06,06,06,06,08,06,06,08,06,06,07,06,06,06,06,06,06,06,06,06,06,07,06,06,06,06,06,06,06,06,06,06,06,06,07,06,06,06,06,06,06,06,06,06,06,06,06,07,06,06,06,06,06|
